Index,Runoff
153,0.14669954176485844
154,0.16837231481738252
155,0.037452965861216665
156,0.19242169125465014
157,0.4526111050305389
158,0.1649351456324742
159,0.006462352076242438
160,0.31584878161963686
161,0.03582761399926294
162,0.4645296283818313
163,0.185511474012699
164,0.181697196031235
165,0.055200449452551176
166,0.2672868069412374
167,0.13676721026226735
168,0.048556829648451955
169,0.05122307686626524
170,0.043297805744582786
171,0.41310748162816147
172,0.08276693177882762
173,0.047917267901130364
174,0.07390527237704088
175,0.19039460325809676
176,0.11626893188710188
177,0.07750980925013065
178,0.3198727049172377
179,0.3675303952155498
180,0.4118191091479354
181,0.2320817499599354
182,0.2306499126565374
183,0.1800632592754938
184,0.1284211041478915
185,0.05610436672271707
186,0.24926641515875766
187,0.21372876719617961
188,0.25902174390681476
189,0.3575907664248924
190,0.2370506767624582
191,0.061015189802070914
192,0.37002686185239425
193,0.08147961965814877
194,0.32133933023128314
195,0.11096860626470108
196,0.11171765915013362
197,0.2625531270089556
198,0.2356285779323901
199,0.05845902467042465
200,0.17037431126678496
201,0.15377680656426482
202,0.057439712918158976
203,0.1909717902442041
204,0.27976329988958737
205,0.17675470792553877
206,0.20400559022860335
207,0.252145606185282
208,0.0738886761005635
209,0.48114235657304405
210,0.8738596099277605
211,0.21841540647672042
212,0.10643550911180916
213,0.23169747318752226
214,0.09010335392598101
215,0.16498818451678385
216,0.12876181456464936
217,0.47395830611739437
218,0.17909636104785573
219,0.050302730942775674
220,0.01606483740440162
221,0.11981378140389753
222,0.06000151484045288
223,0.2089506412344094
224,0.10310387008188071
225,0.3939955869708029
226,0.6948003298649834
227,0.03753708891884862
228,0.308550175271494
229,0.1484600903674368
230,0.18402028711935145
231,0.27971294452708795
232,0.366058798722921
233,0.11987207678050422
234,0.2921622492389694
235,0.2128424467101664
236,0.3051008412225688
237,0.10452233947241624
238,0.168075571386208
239,0.2581339461100431
240,0.47024479178495593
241,0.21097166677749316
242,0.5900568335201658
243,0.08789477559157007
244,0.1454774356848524
245,0.09437260714048906
246,0.2780417911039714
247,0.35780569254585426
248,0.1335002246930622
249,0.4190256361735746
250,0.21865537428428344
251,0.24052032615411154
252,0.19022474253206997
253,0.1670952979829205
254,0.1382151028562187
255,0.1446901461357516
256,0.21712173370668328
257,0.0922966551824402
258,0.34314506793234245
259,0.23360724880287553
260,0.15132769337930593
261,0.09275112260165054
262,0.13610155702220444
263,0.09685067887378514
264,0.3111509825407292
265,0.030814220535822383
266,0.2159245146669962
267,0.12238270451582958
268,0.12329039783031256
269,0.028414520810730575
270,0.15498513964927527
271,0.21802631389134283
272,0.0296516485063834
273,0.1131437926334761
274,0.10151822621095136
275,0.13734643182447334
276,0.06608792513893678
277,0.1753672940417854
278,0.18305841681393203
279,0.08304291644574628
280,0.015277666362350348
281,0.3200772131218514
282,0.04310507867012527
283,0.08993847857863671
284,0.14726100292969183
285,0.3050783554195958
286,0.06649384706766023
287,0.14573621633288153
288,0.12256699397585014
289,0.18809609125211377
290,0.19203683326411336
291,0.08486365021995133
292,0.1114368541592165
293,0.5146190747415302
294,0.15643201920802505
295,0.1948774396503227
296,0.04169363348861596
297,0.2867733942135366
298,0.4445955052028638
299,0.3581825695873814
300,0.18751266653097035
301,0.17455417108231427
302,0.08863369733664364
303,0.10035092365274126
304,0.20225319948222079
305,0.34897400901749104
306,0.2922200034979731
307,0.19362314510826287
308,0.15949440682888077
309,0.1212039070044872
310,0.36477582623190835
311,0.08611850486578244
312,0.10924279759341264
313,0.39808643938856575
314,0.10445320153842273
315,0.03346117905578594
316,0.3021829691166284
317,0.1715548570555552
318,0.19273030886188308
319,0.14014090742003
320,0.05673587013044348
321,0.09801600199258338
322,0.044752190207871884
323,0.2287338574255514
324,0.467431118168319
325,0.07617528292674465
326,0.059101130849150585
327,0.23501274294123156
328,0.16626190552053668
329,0.3744007353228194
330,0.1609220372706174
331,0.15977795497400124
332,0.1331198140301444
333,0.28806010409383853
334,0.21365307963922328
335,0.06968180109186153
336,0.18670113583692932
337,0.2143020533590103
338,0.10783072646722211
339,0.1489383511724206
340,0.09663843442317585
341,0.11855570577863278
342,0.05675270364886869
343,0.0660138853755213
344,0.09400079839095263
345,0.12474161268755932
346,0.4473586068828134
347,0.2272390909452055
348,0.13135709429583123
349,0.19742653725828965
350,0.43801631366683763
351,0.041867896138270605
352,0.2506150089545905
353,0.23523332017289472
354,0.3205021297595482
355,0.018925233815738015
356,0.2017817259776261
357,0.2615503024194636
358,0.2823126609091346
359,0.22377996885691434
360,0.12699561186831107
361,0.23477935319935955
362,0.15167548866222386
363,0.16297708083278536
364,0.11053954784151271
365,0.40661661127606835
366,0.1844758011697112
367,0.6367321391401815
368,0.11169014983587346
369,0.050047049812939434
370,0.28863473905549547
371,0.4028089839140394
372,0.0962329821088273
373,0.13733332311246302
374,0.4386979901528812
375,0.31523309958449175
376,0.11630025274195027
377,0.1190669805935179
378,0.15193287592427676
379,0.26228718202757606
380,0.16230727830103917
381,0.1769979878017716
382,0.20924690102514504
383,0.2991385876000796
384,0.26817463039814077
385,0.10809887283489206
386,0.2663104995645412
387,0.15112196964282396
388,0.25365581169503687
389,0.24683924672985214
390,0.2724307592724279
391,0.07058320932972083
392,0.3015109502036769
393,0.10150834268706099
394,0.18743029311671103
395,0.29412861138625973
396,0.1972987611989954
397,0.03743123696717535
398,0.27710067280272377
399,0.2094259763524653
400,0.21215827706042334
401,0.1431265819305339
402,0.09449364810843187
403,0.3078920780857133
404,0.09150488355528649
405,0.1403013669487195
406,0.06541976390213225
407,0.22370876929056835
408,0.12028462513868211
409,0.1426743348820175
410,0.4314899022474616
411,0.07260183729177798
412,0.13022833142303422
413,0.11076881621398953
414,0.2014705228835662
415,0.4589840589806527
416,0.269587501224831
417,0.13041790269117398
418,0.07150512577618563
419,0.1589338920876443
420,0.14403236796292393
421,0.10252691030000888
422,0.24642297588038403
423,0.40438392176940896
424,0.26344291004899395
425,0.12778771963592653
426,0.4037682477767722
427,0.08020762505110422
428,0.11403004733325611
429,0.2574372779344285
430,0.19550136418939143
431,0.1724563133087018
432,0.1837619013630243
433,0.188351780136108
434,0.32367317888153607
435,0.19712533861656795
436,0.06551229945990014
437,0.032825103828838534
438,0.001908788610899831
439,0.2221717993413572
440,0.39502727995535436
441,0.15504819525281796
442,0.2342014713689602
443,0.12937358129212717
444,0.20409396373039587
445,0.3913670997705232
446,0.15980927318825705
447,0.11413591728252975
448,0.04867008528552041
449,0.11444580967815673
450,0.19731884571727773
451,0.10231709094562046
452,0.1594057978183047
453,0.19144238886151208
454,0.27149247965086726
455,0.3665837780599733
456,0.24309532005828477
457,0.20793570543309486
458,0.3550647190976319
459,0.09623050961657015
460,0.06253625405464072
461,0.31223142371366996
462,0.21323602923871465
463,0.05615083974194955
464,0.24980027524166482
465,0.17164823153915248
466,0.2604502903579409
467,0.1931123848803061
468,0.19939853150434134
469,0.23244381501262448
470,0.3403820536804086
471,0.09141317556957462
472,0.19029899664890515
473,0.30361766422016884
474,0.22838790463948852
475,0.34020448355351496
476,0.049534709204200444
477,0.14386861682051202
478,0.33722341406517053
479,0.23377343817411325
480,0.17652989422010923
481,0.22400921356458742
482,0.2889990200565913
483,0.2881245812529653
484,0.06982897014820036
485,0.04221201710188236
486,0.2975010739777995
487,0.08753348349038455
488,0.15191722733582405
489,0.16147723243565118
490,0.23964837287212162
491,0.4718731144112031
492,0.18661646668136708
493,0.2960215547684161
494,0.18230282605358494
495,0.3294486828223898
496,0.0570014876523273
497,0.0850661677103865
498,0.07792444130217475
499,0.163244968511532
500,0.32223335967482725
501,0.33222735368281575
502,0.28368243271872284
503,0.11491507161064396
504,0.1576757406546939
505,0.0448418285599198
506,0.5286652941912091
507,0.14594964369246122
508,0.0619475049632089
509,0.21926590929810363
510,0.03910065975115305
511,0.15979412085882286
512,0.33426700822089656
513,0.07745660440198224
514,0.06743706842782429
515,0.21806917021034725
516,0.1092809487642382
517,0.11019442509197024
518,0.19466505202493037
519,0.2850553812606675
520,0.11731686410605997
521,0.12416485085989674
522,0.0763195902118472
523,0.3841666734152749
524,0.24725938979926215
525,0.29869760870038087
526,0.2849173081912991
527,0.20029376467275914
528,0.049128019929191906
529,0.10317747154710409
530,0.07047640558100345
531,0.08424663693889194
532,0.0707811041916094
533,0.210571180593656
534,0.2637322577764883
535,0.4037648677195349
536,0.27043235044105174
537,0.11990064887697703
538,0.2629172867530343
539,0.29785880504900714
540,0.26059984384704665
541,0.25101763611783234
542,0.13385497405655478
543,0.23043597274304564
544,0.13725695602878654
545,0.25177977386426426
546,0.12126323454678473
547,0.34775080141201403
548,0.7353207480343231
549,0.10042526000564042
550,0.17014603306621148
551,0.08880128038094587
552,0.36487668613310453
553,0.19872937109563535
554,0.1399316814279297
555,0.20903974296575634
556,0.2625663203333381
557,0.16710431522254943
558,0.10415040354648142
559,0.16923556762750686
560,0.1479558272554033
561,0.1967798415885107
562,0.16032831601745398
563,0.10899105774123138
564,0.19482386072525126
565,0.1412265689282361
566,0.025503237008059138
567,0.3220930545443866
568,0.11547738072618645
569,0.10781666489244017
570,0.2315372287671928
571,0.22555868667064186
572,0.18184931252704356
573,0.22036608608590247
574,0.016345334173756415
575,0.18743045566479474
576,0.15108205681359513
577,0.16194040242941543
578,0.10189262691365693
579,0.05137830463780679
580,0.14160968598787374
581,0.37373690275494914
582,0.16288710104730453
583,0.14205843961561448
584,0.16834269440219132
585,0.10778118424802405
586,0.13266699643503368
587,0.17507058618286567
588,0.057895425944220105
589,0.16194468968845147
590,0.49827114152198415
591,0.15864678394143197
592,0.27718541605942304
593,0.16059933101235846
594,0.22615439530507556
595,0.13289297514771328
596,0.13712211085947437
597,0.08226855345334405
598,0.22355527536570433
599,0.27216551536623124
600,0.34815700940594035
601,0.3627667916493259
602,0.25690107578781957
603,0.17730259452191482
604,0.0789493874870091
605,0.16588869555313346
606,0.12832289474438352
607,0.5996632545063563
608,0.14754968470153607
609,0.19318760519839334
610,0.2850977906930893
611,0.1680304932779187
612,0.25255699210036636
613,0.09471597056811856
614,0.13175980838681917
615,0.46391568065668687
616,0.12952415054623034
617,0.21427342713317626
618,0.19582053520684883
619,0.11553659201353846
620,0.30328874559156865
621,0.11607233436645785
622,0.14467985257663588
623,0.3329176471490108
624,0.09416268325211104
625,0.16634105448256523
626,0.3648490863299226
627,0.27623238380368237
628,0.17844355395355904
629,0.12797750825414136
630,0.16381043305149434
631,0.20080998535929373
632,0.10823323275136323
633,0.3809019136232488
634,0.1901091495363481
635,0.05890859631157862
636,0.34790740827086475
637,0.16313336739374193
638,0.0806010655514936
639,0.3225160456495699
640,0.21006183709674023
641,0.16110821029595948
642,0.06382751307837718
643,0.24013740706519288
644,0.12820816211781838
645,0.19894207651169818
646,0.24195532028910446
647,0.17652102712031528
648,0.5389518752092878
649,0.21214736810146037
650,0.3340350129690337
651,0.21611397584357042
652,0.13911268937742413
653,0.10213710445639095
654,0.16521190354512083
655,0.23501124353697583
656,0.27947097326551823
657,0.15680459199371127
658,0.1204852103224915
659,0.2402281932254963
660,0.20002689912013238
661,0.06333612161394037
662,0.14151815307675647
663,0.22504416793534016
664,0.23061545160676836
665,0.09359944933323937
666,0.1235522490918473
667,0.09731654017421974
668,0.09240313044028749
669,0.11132426564390951
670,0.5955937102178054
671,0.09374926768925379
672,0.09392531835088555
673,0.20198988957307623
674,0.122706302815715
675,0.15445562083767767
676,0.14656671739372892
677,0.1945819907869949
678,0.17258728166823667
679,0.056967927769094096
680,0.16344204624513206
681,0.18132393196851562
682,0.022067850542456215
683,0.21223954176638077
684,0.17177097830028928
685,0.13555518664846727
686,0.4954428651437726
687,0.1945475258335182
688,0.6493246388149588
689,0.1750937144091029
690,0.16527144057300355
691,0.42214678820359675
692,0.04954323245976899
693,0.07226203584955641
694,0.1317013212889882
695,0.28747753967526907
696,0.03895120820986825
697,0.2954573991127497
698,0.24787590241597213
699,0.09313594318847301
700,0.0655330520718078
701,0.26356171428341035
702,0.0532389374206758
703,0.25656884008626923
704,0.10677990790803352
705,0.16064023897998997
706,0.09765199979207369
707,0.16820130191210422
708,0.057808397911592896
709,0.22551597046779676
710,0.11861230352662204
711,0.056011609961745104
712,0.17019605210397803
713,0.10873567150223751
714,0.0539650396936299
715,0.22181961676987308
716,0.6171305736248529
717,0.16952412166155018
718,0.12152439751708156
719,0.19327197492475207
720,0.0605035264357044
721,0.08950680652457135
722,0.10945166948939429
723,0.3976978492456788
724,0.15549037608415187
725,0.05112924564703495
726,0.08686061640606992
727,0.13961262823143486
728,0.23218333065849353
729,0.19971417531452182
730,0.06223599882642081
731,0.03559543370099947
732,0.22068991889760045
733,0.27948024812909217
734,0.059984905673029124
735,0.5562715579981463
736,0.22853215338447908
737,0.06146075127070786
738,0.1692755913215351
739,0.21720949245061658
740,0.1404788795302481
741,0.11636687274860862
742,0.2352159756374175
743,0.09299308091810636
744,0.2057690001329232
745,0.27884252335642024
746,0.03891432173968776
747,0.153426253623256
748,0.41514544053680985
749,0.12019663948902762
750,0.051868030765571074
751,0.3812966559455786
752,0.09305211212975995
753,0.10411787243045371
754,0.49002954709266666
755,0.18211058807366182
756,0.20781648848957304
757,0.5294003389529588
758,0.05280364972895152
759,0.17117550858917438
760,0.06782055099485432
761,0.06827233362009726
762,0.7886924302989856
763,0.059137702856007106
764,0.1043021254628083
765,0.2109076694149288
766,0.4200399572677571
767,0.07420970637393225
768,0.1789297632739391
769,0.19796992647966025
770,0.13460047766638852
771,0.10150364075040415
772,0.09985558286193871
773,0.21791461802982715
774,0.040975381551051744
775,0.12134562105426554
776,0.21691463085767881
777,0.2115219692954984
778,0.07817414945537403
779,0.05072826843838496
780,0.6528400557272674
781,0.19000649132378888
782,0.07091067767891351
783,0.37880002018173864
784,0.1549182269670929
785,0.04656885942910677
786,0.18922914693369378
787,0.30288503977083164
788,0.20421226780966922
789,0.18424845689882646
790,0.12576298735418207
791,0.13504579694206065
792,0.27002645001022696
793,0.10830064563423171
794,0.04573579698312956
795,0.3814395310782245
796,0.1234324253070535
797,0.08043392657287791
798,0.17550934826278894
799,0.22481602098533948
800,0.14986209346106846
801,0.1721564706585306
802,0.19407397393329198
803,0.11610707000252969
804,0.16176254171803933
805,0.07032714666679964
806,0.11392753206787985
807,0.16241519670063884
808,0.23140177479890345
809,0.37448756467725525
810,0.03752806606956845
811,0.1789735179564096
812,0.15010713728979178
813,0.07471223356293454
814,0.1743590642698643
815,0.19493379871621155
816,0.06617186047307767
817,0.08319109298927048
818,0.26356604774400316
819,0.2864258681547487
820,0.25899035761119227
821,0.09431388593581776
822,0.18436364975650135
823,0.06042278493659806
824,0.05164500714227015
825,0.15018240493116294
826,0.21312470049970736
827,0.08986559389915048
828,0.06631355584838416
829,0.15302299648104004
830,0.0530920887742933
831,0.09333438670241777
832,0.11295850261592845
833,0.15160190141508184
834,0.12203607697063044
835,0.13676589449505336
836,0.2745124004507429
837,0.3348934946777448
838,0.23476614783644462
839,0.029819943533770914
840,0.2782743869751832
841,0.09673593058598394
842,0.2292119815391229
843,0.1357812287284488
844,0.2657547161363192
845,0.2023787627412401
846,0.105882279059852
847,0.24227091266366577
848,0.09002325605106752
849,0.4184245579856576
850,0.1324351638444824
851,0.35629620967935133
852,0.1966555595067781
853,0.25574011344565856
854,0.1505469543683856
855,0.37678973434242863
856,0.1164579621795679
857,0.38527397752009246
858,0.12686050524048562
859,0.549889821553627
860,0.15868568838104952
861,0.606525762373328
862,0.4272419436961471
863,0.12092003181104428
864,0.05564864385462246
865,0.10722953371781302
866,0.26260999130515006
867,0.2328831989395474
868,0.13146404717986007
869,0.13380748959674163
870,0.1803672492757189
871,0.4901460303708388
872,0.2031175256854507
873,0.318261554013493
874,0.14220762867724404
875,0.2712584528764921
876,0.07285976002859142
877,0.17565641207207278
878,0.1314535596292982
879,0.049233369706331395
880,0.015355452350785446
881,0.20497147557483156
882,0.26460616996438124
883,0.09370661634029306
884,0.16983198819080195
885,0.256169612464799
886,0.25373894562031224
887,0.11610490245485283
888,0.11182886636828862
889,0.22573450083005003
890,0.3644236217443768
891,0.15107232053076072
892,0.28529591738057475
893,0.10289366255713667
894,0.2495903277588544
895,0.20020593783680166
896,0.055961319395412296
897,0.2768866336801203
898,0.14892306657226045
899,0.044707253077211136
900,0.18136871324830708
901,0.24561471842023802
902,0.15641334095814843
903,0.021990283903298123
904,0.24538621842188688
905,0.3635156701897863
906,0.12548016786047392
907,0.08569553163305292
908,0.07327726237106187
909,0.021295232247247352
910,0.16870749809947147
911,0.1572229541997715
912,0.16258323968810282
913,0.18191635282409485
914,0.35102203331074905
915,0.09165524401022809
916,0.0772159693430003
917,0.3056035836757054
918,0.09569309203785324
919,0.22279395679093658
920,0.2706926764705909
921,0.04822824759965499
922,0.3270035453848306
923,0.048726352905342454
924,0.1285737259685747
925,0.16296990548294524
926,0.17086192184673654
927,0.6800742077533543
928,0.80953623165747
929,0.2748425335558196
930,0.33139994788696775
931,0.10087802297939784
932,0.05526809990333237
933,0.026221337633872303
934,0.15984666019772326
935,0.2947471091971831
936,0.18947139511111413
937,0.11810620384222782
938,0.23476640325700143
939,0.21196582026583163
940,0.47808979421312203
941,0.300432786395365
942,0.17979153277612195
943,0.16388404609145923
944,0.10607406966755072
945,0.275312585640265
946,0.09899405244886694
947,0.028614031375181367
948,0.20826618315563472
949,0.3055740454910363
950,0.17999458880096217
951,0.3418913552302389
952,0.15167664402819658
953,0.4338688145798946
954,0.21199906485040396
955,0.054958482809569706
956,0.06170484247231632
957,0.07784878098992654
958,0.09250415563027929
959,0.18080014202794745
960,0.07569771425728618
961,0.11256133480588235
962,0.06265310602829867
963,0.19337894675395412
964,0.1574316587196925
965,0.11168229587920556
966,0.11351962707781853
967,0.29615197244487135
968,0.4292141914419068
969,0.1466843811725194
970,0.0660985756667668
971,0.16884265672201498
972,0.14675409252537117
973,0.35993012749084363
974,0.2737496592087532
975,0.07433422102590123
976,0.14743633679982687
977,0.2845418481151267
978,0.30551369293480884
979,0.31346969908614003
980,0.23643919424749402
981,0.2719397666700607
982,0.13374000309561715
983,0.4404954953466125
984,0.16734440994468558
985,0.19198759665194257
986,0.41642535973203126
987,0.3504786899087226
988,0.3317163918579001
989,0.433613742493592
990,0.12916824468808039
991,0.3439798884810904
992,0.29698986809365563
993,0.31354532095167525
994,0.18794919792942075
995,0.30071981442481266
996,0.15031458490212934
997,0.2301391810836699
998,0.49985584203697
999,0.14199819215020112
